,index,y
734,2011-01-07,16307.420938524
735,2011-01-08,16307.420938524
736,2011-01-09,16307.420938524
737,2011-01-10,16307.420938524
738,2011-01-11,16307.420938524
739,2011-01-12,16307.420938524
740,2011-01-13,16307.420938524
741,2011-01-14,16307.420938524
742,2011-01-15,16307.420938524
743,2011-01-16,16307.420938524
744,2011-01-17,18437.6443921663
745,2011-01-18,18437.6443921663
746,2011-01-19,18437.6443921663
747,2011-01-20,18437.6443921663
748,2011-01-21,18437.6443921663
749,2011-01-22,18437.6443921663
750,2011-01-23,18437.6443921663
751,2011-01-24,18437.6443921663
752,2011-01-25,18437.6443921663
753,2011-01-26,18437.6443921663
754,2011-01-27,18437.6443921663
755,2011-01-28,18437.6443921663
756,2011-01-29,22012.3813379939
757,2011-01-30,22012.3813379939
758,2011-01-31,22012.3813379939
759,2011-02-01,22012.3813379939
760,2011-02-02,22012.3813379939
761,2011-02-03,22012.3813379939
762,2011-02-04,22012.3813379939
763,2011-02-05,22012.3813379939
764,2011-02-06,22012.3813379939
765,2011-02-07,22012.3813379939
766,2011-02-08,22012.3813379939
767,2011-02-09,22012.3813379939
768,2011-02-10,25997.8799288144
769,2011-02-11,25997.8799288144
770,2011-02-12,25997.8799288144
771,2011-02-13,25997.8799288144
772,2011-02-14,25997.8799288144
773,2011-02-15,25997.8799288144
774,2011-02-16,25997.8799288144
775,2011-02-17,25997.8799288144
776,2011-02-18,25997.8799288144
777,2011-02-19,36459.8869250751
778,2011-02-20,36459.8869250751
779,2011-02-21,36459.8869250751
780,2011-02-22,36459.8869250751
781,2011-02-23,36459.8869250751
782,2011-02-24,36459.8869250751
783,2011-02-25,36459.8869250751
784,2011-02-26,36459.8869250751
785,2011-02-27,36459.8869250751
786,2011-02-28,55589.5181268687
787,2011-03-01,55589.5181268687
788,2011-03-02,55589.5181268687
789,2011-03-03,55589.5181268687
790,2011-03-04,55589.5181268687
791,2011-03-05,55589.5181268687
792,2011-03-06,55589.5181268687
793,2011-03-07,55589.5181268687
794,2011-03-08,55589.5181268687
795,2011-03-09,76192.6193475137
796,2011-03-10,76192.6193475137
797,2011-03-11,76192.6193475137
798,2011-03-12,76192.6193475137
799,2011-03-13,76192.6193475137
800,2011-03-14,76192.6193475137
801,2011-03-15,76192.6193475137
802,2011-03-16,76192.6193475137
803,2011-03-17,76192.6193475137
804,2011-03-18,76192.6193475137
805,2011-03-19,76192.6193475137
806,2011-03-20,76192.6193475137
807,2011-03-21,76192.6193475137
808,2011-03-22,76192.6193475137
809,2011-03-23,76192.6193475137
810,2011-03-24,76192.6193475137
811,2011-03-25,76192.6193475137
812,2011-03-26,76192.6193475137
813,2011-03-27,68977.7846302096
814,2011-03-28,68977.7846302096
815,2011-03-29,68977.7846302096
816,2011-03-30,68977.7846302096
817,2011-03-31,68977.7846302096
818,2011-04-01,68977.7846302096
819,2011-04-02,68977.7846302096
820,2011-04-03,68977.7846302096
821,2011-04-04,68977.7846302096
822,2011-04-05,68977.7846302096
823,2011-04-06,68977.7846302096
824,2011-04-07,68977.7846302096
825,2011-04-08,82345.6441129666
826,2011-04-09,82345.6441129666
827,2011-04-10,82345.6441129666
828,2011-04-11,82345.6441129666
829,2011-04-12,82345.6441129666
830,2011-04-13,82345.6441129666
831,2011-04-14,82345.6441129666
832,2011-04-15,82345.6441129666
833,2011-04-16,82345.6441129666
834,2011-04-17,82345.6441129666
835,2011-04-18,82345.6441129666
836,2011-04-19,82345.6441129666
837,2011-04-20,92347.5909520943
838,2011-04-21,92347.5909520943
839,2011-04-22,92347.5909520943
840,2011-04-23,92347.5909520943
841,2011-04-24,92347.5909520943
842,2011-04-25,92347.5909520943
843,2011-04-26,92347.5909520943
844,2011-04-27,92347.5909520943
845,2011-04-28,92347.5909520943
846,2011-04-29,92347.5909520943
847,2011-04-30,92347.5909520943
848,2011-05-01,92347.5909520943
849,2011-05-02,109670.133292477
850,2011-05-03,109670.133292477
851,2011-05-04,109670.133292477
852,2011-05-05,109670.133292477
853,2011-05-06,109670.133292477
854,2011-05-07,109670.133292477
855,2011-05-08,109670.133292477
856,2011-05-09,109670.133292477
857,2011-05-10,109670.133292477
858,2011-05-11,157416.401843649
859,2011-05-12,157416.401843649
860,2011-05-13,157416.401843649
861,2011-05-14,157416.401843649
862,2011-05-15,157416.401843649
863,2011-05-16,157416.401843649
864,2011-05-17,157416.401843649
865,2011-05-18,157416.401843649
866,2011-05-19,157416.401843649
867,2011-05-20,244112.487774336
868,2011-05-21,244112.487774336
869,2011-05-22,244112.487774336
870,2011-05-23,244112.487774336
871,2011-05-24,244112.487774336
872,2011-05-25,244112.487774336
873,2011-05-26,244112.487774336
874,2011-05-27,244112.487774336
875,2011-05-28,244112.487774336
876,2011-05-29,434877.045527628
877,2011-05-30,434877.045527628
878,2011-05-31,434877.045527628
879,2011-06-01,434877.045527628
880,2011-06-02,434877.045527628
881,2011-06-03,434877.045527628
882,2011-06-04,434877.045527628
883,2011-06-05,434877.045527628
884,2011-06-06,434877.045527628
885,2011-06-07,567269.530162422
886,2011-06-08,567269.530162422
887,2011-06-09,567269.530162422
888,2011-06-10,567269.530162422
889,2011-06-11,567269.530162422
890,2011-06-12,567269.530162422
891,2011-06-13,567269.530162422
892,2011-06-14,567269.530162422
893,2011-06-15,567269.530162422
894,2011-06-16,876954.493513537
