,index,y
1360,2019-09-22,
1361,2019-09-23,
1362,2019-09-24,
1363,2019-09-25,
1364,2019-09-26,
1365,2019-09-27,
1366,2019-09-28,
1367,2019-09-29,
1368,2019-09-30,
1369,2019-10-01,
1370,2019-10-02,
1371,2019-10-03,
1372,2019-10-04,
1373,2019-10-05,
1374,2019-10-06,
1375,2019-10-07,
1376,2019-10-08,
1377,2019-10-09,
1378,2019-10-10,
1379,2019-10-11,
1380,2019-10-12,
1381,2019-10-13,
1382,2019-10-14,
1383,2019-10-15,
1384,2019-10-16,
1385,2019-10-17,
1386,2019-10-18,
1387,2019-10-19,
1388,2019-10-20,
1389,2019-10-21,
1390,2019-10-22,
1391,2019-10-23,
1392,2019-10-24,
1393,2019-10-25,
1394,2019-10-26,
1395,2019-10-27,
1396,2019-10-28,
1397,2019-10-29,
1398,2019-10-30,
1399,2019-10-31,
1400,2019-11-01,
1401,2019-11-02,
1402,2019-11-03,
1403,2019-11-04,
1404,2019-11-05,
1405,2019-11-06,
1406,2019-11-07,
1407,2019-11-08,
1408,2019-11-09,
1409,2019-11-10,
1410,2019-11-11,
1411,2019-11-12,
1412,2019-11-13,
1413,2019-11-14,
1414,2019-11-15,
1415,2019-11-16,
1416,2019-11-17,
1417,2019-11-18,
1418,2019-11-19,
1419,2019-11-20,
1420,2019-11-21,
1421,2019-11-22,
1422,2019-11-23,
1423,2019-11-24,
1424,2019-11-25,
1425,2019-11-26,
1426,2019-11-27,
1427,2019-11-28,
1428,2019-11-29,
1429,2019-11-30,
1430,2019-12-01,
1431,2019-12-02,
1432,2019-12-03,
1433,2019-12-04,
1434,2019-12-05,
1435,2019-12-06,
1436,2019-12-07,
1437,2019-12-08,
1438,2019-12-09,
1439,2019-12-10,
1440,2019-12-11,
1441,2019-12-12,
1442,2019-12-13,
1443,2019-12-14,
1444,2019-12-15,
1445,2019-12-16,
1446,2019-12-17,
1447,2019-12-18,
1448,2019-12-19,
1449,2019-12-20,
1450,2019-12-21,
1451,2019-12-22,
1452,2019-12-23,
1453,2019-12-24,
1454,2019-12-25,
1455,2019-12-26,
1456,2019-12-27,
1457,2019-12-28,
1458,2019-12-29,
1459,2019-12-30,
1460,2019-12-31,
1461,2020-01-01,
1462,2020-01-02,
1463,2020-01-03,
1464,2020-01-04,
1465,2020-01-05,
1466,2020-01-06,
1467,2020-01-07,
1468,2020-01-08,
1469,2020-01-09,
1470,2020-01-10,
1471,2020-01-11,
1472,2020-01-12,
1473,2020-01-13,
1474,2020-01-14,
1475,2020-01-15,
1476,2020-01-16,
1477,2020-01-17,
1478,2020-01-18,
1479,2020-01-19,
1480,2020-01-20,
1481,2020-01-21,
1482,2020-01-22,
1483,2020-01-23,
1484,2020-01-24,
1485,2020-01-25,
1486,2020-01-26,
1487,2020-01-27,
1488,2020-01-28,
1489,2020-01-29,
1490,2020-01-30,
1491,2020-01-31,
1492,2020-02-01,818309.332065908
1493,2020-02-02,691971.371596464
1494,2020-02-03,1599642.01407951
1495,2020-02-04,897290.328187505
1496,2020-02-05,848648.943636921
1497,2020-02-06,1569522.48661781
1498,2020-02-07,1661226.21474543
1499,2020-02-08,784928.205700718
1500,2020-02-09,572106.142999936
1501,2020-02-10,1046338.47816011
1502,2020-02-11,1020598.51056751
1503,2020-02-12,1100253.78927996
1504,2020-02-13,1069433.55939573
1505,2020-02-14,1047777.68508166
1506,2020-02-15,869551.125746531
1507,2020-02-16,963366.419050043
1508,2020-02-17,1301221.59710378
1509,2020-02-18,1050298.61370031
1510,2020-02-19,1373439.68542433
1511,2020-02-20,1043971.92662019
1512,2020-02-21,826541.731464725
1513,2020-02-22,578355.56686758
1514,2020-02-23,668882.618561738
1515,2020-02-24,814213.527314197
1516,2020-02-25,874557.447876811
1517,2020-02-26,880402.429954982
1518,2020-02-27,987245.127976323
1519,2020-02-28,1015364.88347214
1520,2020-02-29,639925.705792698
1521,2020-03-01,566480.944950103
1522,2020-03-02,823835.408430342
1523,2020-03-03,791229.948857447
1524,2020-03-04,1019256.03112567
1525,2020-03-05,856202.222162386
1526,2020-03-06,949234.972177108
1527,2020-03-07,612862.119885382
1528,2020-03-08,617403.518783728
1529,2020-03-09,1226807.32045707
1530,2020-03-10,1075469.91787441
1531,2020-03-11,1694561.83924602
1532,2020-03-12,2351186.61606329
1533,2020-03-13,2348968.80498848
1534,2020-03-14,1140936.01430291
1535,2020-03-15,862960.829447834
1536,2020-03-16,1604680.52504557
1537,2020-03-17,1497870.78884423
1538,2020-03-18,1147969.2955905
1539,2020-03-19,1320132.5208535
1540,2020-03-20,1347986.39138053
1541,2020-03-21,704149.868179415
1542,2020-03-22,806322.364772903
1543,2020-03-23,1044812.06251601
1544,2020-03-24,1396119.81296503
1545,2020-03-25,894424.637051183
1546,2020-03-26,876721.776435827
1547,2020-03-27,1048145.48685929
1548,2020-03-28,705244.927677058
1549,2020-03-29,646945.916891303
1550,2020-03-30,1013898.91882692
1551,2020-03-31,1050378.51701018
1552,2020-04-01,1017608.6024598
1553,2020-04-02,1011879.94230324
1554,2020-04-03,976482.735766035
1555,2020-04-04,857653.815204773
1556,2020-04-05,553256.754269757
1557,2020-04-06,1089614.49405744
1558,2020-04-07,1176112.64626103
1559,2020-04-08,760551.781891682
1560,2020-04-09,1103388.49801343
1561,2020-04-10,1089003.49972664
1562,2020-04-11,608915.365841462
1563,2020-04-12,494233.050258298
1564,2020-04-13,985586.612082916
1565,2020-04-14,773028.957715486
1566,2020-04-15,877779.734540594
1567,2020-04-16,1109195.64760975
1568,2020-04-17,945920.019087213
1569,2020-04-18,613279.302850086
1570,2020-04-19,547594.508733469
1571,2020-04-20,839780.608285255
1572,2020-04-21,810070.433540893
1573,2020-04-22,866718.352478309
1574,2020-04-23,924532.437602299
1575,2020-04-24,1265403.31533266
1576,2020-04-25,612813.214824569
1577,2020-04-26,523828.657864635
1578,2020-04-27,1035215.22430837
1579,2020-04-28,881270.46901014
1580,2020-04-29,1797174.1981907
1581,2020-04-30,2022344.59395085
1582,2020-05-01,1076318.37468517
1583,2020-05-02,551345.643588245
1584,2020-05-03,729928.366536047
1585,2020-05-04,914148.179451729
1586,2020-05-05,1091229.69871237
1587,2020-05-06,1019264.00328187
1588,2020-05-07,1319480.59718214
1589,2020-05-08,1326677.95960725
1590,2020-05-09,1171689.06029833
1591,2020-05-10,805120.27036456
1592,2020-05-11,1165274.92614542
1593,2020-05-12,1205576.90515208
1594,2020-05-13,1111537.86226089
1595,2020-05-14,1138602.39322196
1596,2020-05-15,1004693.83507288
1597,2020-05-16,588481.035675438
1598,2020-05-17,587798.415081619
1599,2020-05-18,1062998.79589118
1600,2020-05-19,1176856.58096745
1601,2020-05-20,1085395.61863261
1602,2020-05-21,981107.891056958
1603,2020-05-22,987088.019611931
1604,2020-05-23,556030.768258092
1605,2020-05-24,595935.213819698
1606,2020-05-25,1099658.34870169
1607,2020-05-26,952761.581576603
1608,2020-05-27,1106668.09300837
1609,2020-05-28,839340.520864076
1610,2020-05-29,1047675.48051426
1611,2020-05-30,587440.145320611
1612,2020-05-31,752990.409021887
1613,2020-06-01,1253496.17612293
1614,2020-06-02,1566267.80336628
1615,2020-06-03,1129212.65239848
1616,2020-06-04,1152648.34209259
1617,2020-06-05,1061346.60727637
1618,2020-06-06,499113.05981015
1619,2020-06-07,452165.291612093
1620,2020-06-08,983934.73421203
1621,2020-06-09,879184.175881874
1622,2020-06-10,1195978.12128421
1623,2020-06-11,1001631.28565624
1624,2020-06-12,830253.863744253
1625,2020-06-13,582211.681689125
1626,2020-06-14,479773.867716293
1627,2020-06-15,1010530.12387002
1628,2020-06-16,1354151.1693022
1629,2020-06-17,935895.462594491
1630,2020-06-18,787459.576308072
1631,2020-06-19,1446849.25137761
1632,2020-06-20,544762.336902044
1633,2020-06-21,475839.887667669
1634,2020-06-22,962617.166341449
1635,2020-06-23,1353314.1414485
1636,2020-06-24,1311910.1917584
1637,2020-06-25,1187885.16995811
1638,2020-06-26,1223831.11613146
1639,2020-06-27,578597.558721226
1640,2020-06-28,683500.705868015
1641,2020-06-29,1013567.96454737
1642,2020-06-30,1097730.27154464
1643,2020-07-01,1085316.16279451
1644,2020-07-02,1031021.5341106
1645,2020-07-03,971719.254995018
1646,2020-07-04,676450.563713943
1647,2020-07-05,600272.961085762
1648,2020-07-06,1159525.34007784
1649,2020-07-07,992282.946751971
1650,2020-07-08,1088708.77697653
1651,2020-07-09,976219.418168258
1652,2020-07-10,969619.359678852
1653,2020-07-11,613984.724456739
1654,2020-07-12,678513.983457948
1655,2020-07-13,1223910.64205352
1656,2020-07-14,910587.514779727
1657,2020-07-15,833760.320201608
1658,2020-07-16,984626.116643764
1659,2020-07-17,848790.136178614
1660,2020-07-18,660373.467356979
1661,2020-07-19,651373.590622766
1662,2020-07-20,909433.194233738
1663,2020-07-21,890489.549614565
1664,2020-07-22,954797.572798298
1665,2020-07-23,1016262.18315993
1666,2020-07-24,1035386.49292255
1667,2020-07-25,791995.338359226
1668,2020-07-26,730216.75686728
1669,2020-07-27,1239333.7545504
1670,2020-07-28,1269990.75861043
1671,2020-07-29,1131995.4293344
1672,2020-07-30,1045611.30384732
1673,2020-07-31,1014392.20306478
1674,2020-08-01,864866.804415056
1675,2020-08-02,793876.043691907
1676,2020-08-03,1131415.83019561
1677,2020-08-04,993343.061244682
1678,2020-08-05,993543.746320266
1679,2020-08-06,1194659.24607117
1680,2020-08-07,1022839.81732761
1681,2020-08-08,805601.805601121
1682,2020-08-09,698476.612509977
1683,2020-08-10,1024528.55495357
1684,2020-08-11,1042770.73857038
1685,2020-08-12,976274.057328136
1686,2020-08-13,907786.726174472
1687,2020-08-14,1440043.27138648
1688,2020-08-15,1432177.73151402
1689,2020-08-16,1819310.32164451
1690,2020-08-17,2938608.11177309
1691,2020-08-18,2076963.08785902
1692,2020-08-19,1887293.8647586955
1693,2020-08-20,1846156.891732365
1694,2020-08-21,1495713.7528094356
1695,2020-08-22,1358275.3397950362
1696,2020-08-23,1371402.6206322552
1697,2020-08-24,1864226.3705456883
1698,2020-08-25,1616790.3840057622
1699,2020-08-26,1947966.6229682302
1700,2020-08-27,2013412.4446154772
1701,2020-08-28,2165612.967719466
1702,2020-08-29,1751538.2608427948
1703,2020-08-30,1753307.7044367052
1704,2020-08-31,2697925.47431122
1705,2020-09-01,2653444.8390494054
1706,2020-09-02,2306329.287014456
1707,2020-09-03,2741473.928778849
1708,2020-09-04,2654809.098372859
1709,2020-09-05,2428545.247330027
1710,2020-09-06,2294692.652075226
1711,2020-09-07,2985927.900431941
1712,2020-09-08,2703153.939851396
1713,2020-09-09,3188715.6297665564
1714,2020-09-10,3493320.23694438
1715,2020-09-11,3130284.862982855
1716,2020-09-12,2593736.732794764
1717,2020-09-13,2620089.0871622055
1718,2020-09-14,2762366.3035074216
1719,2020-09-15,2860061.915580005
1720,2020-09-16,3050638.9733121274
1721,2020-09-17,4143516.666677047
1722,2020-09-18,3787104.8162539196
1723,2020-09-19,2860939.874436815
1724,2020-09-20,2360008.569287177
1725,2020-09-21,3456045.3842892456
1726,2020-09-22,2782025.070795326
1727,2020-09-23,2652893.3213329725
1728,2020-09-24,2409206.5700333514
1729,2020-09-25,2838226.5128510646
1730,2020-09-26,2385729.1863269415
1731,2020-09-27,2072273.3273457673
1732,2020-09-28,2293688.5248876456
1733,2020-09-29,2586561.9429715737
1734,2020-09-30,2388252.7433228926
1735,2020-10-01,1977666.507376448
1736,2020-10-02,2708626.798297648
1737,2020-10-03,2174249.746517091
1738,2020-10-04,1876623.603780629
1739,2020-10-05,2042046.8102251187
1740,2020-10-06,2176302.673165318
1741,2020-10-07,2110681.875836661
1742,2020-10-08,2022716.0215562857
1743,2020-10-09,2758949.9255976025
1744,2020-10-10,1865861.9233934034
1745,2020-10-11,2133739.1510219164
1746,2020-10-12,2172342.700986224
1747,2020-10-13,2284628.160127564
1748,2020-10-14,2398755.586802342
1749,2020-10-15,2630666.213682497
1750,2020-10-16,2358982.793732284
1751,2020-10-17,2423280.9087780165
1752,2020-10-18,2127428.325315144
1753,2020-10-19,3411624.7821290633
1754,2020-10-20,4199302.328430228
1755,2020-10-21,3812554.203412102
1756,2020-10-22,4039132.91811656
1757,2020-10-23,2741260.4558924325
1758,2020-10-24,1860296.1412399898
1759,2020-10-25,1638908.0122123393
1760,2020-10-26,2834831.0521162963
1761,2020-10-27,2503686.578983815
1762,2020-10-28,2662066.381190738
1763,2020-10-29,2437235.1278990773
1764,2020-10-30,2350724.46566804
1765,2020-10-31,1692437.5477049127
1766,2020-11-01,2135583.523147199
1767,2020-11-02,2566363.668793519
1768,2020-11-03,3210188.0381794474
1769,2020-11-04,2044401.5279635924
1770,2020-11-05,3125865.371285359
1771,2020-11-06,3089433.8560195593
1772,2020-11-07,1612472.8196293563
1773,2020-11-08,1499231.5328901578
1774,2020-11-09,2143909.2236318784
1775,2020-11-10,2160265.602293784
1776,2020-11-11,2063545.6685167034
1777,2020-11-12,1961289.4482258307
1778,2020-11-13,1578705.4720860084
1779,2020-11-14,1902618.9423037888
1780,2020-11-15,1598945.6849131507
1781,2020-11-16,3618303.6178606437
1782,2020-11-17,3030811.519459769
1783,2020-11-18,2930159.471229325
1784,2020-11-19,2378459.7512867227
1785,2020-11-20,2460005.9133617682
1786,2020-11-21,1907160.5008421156
1787,2020-11-22,1908302.559880714
1788,2020-11-23,2246648.0285092755
1789,2020-11-24,2346578.308578133
1790,2020-11-25,2212824.7458632644
1791,2020-11-26,2284232.039295348
1792,2020-11-27,1857757.4365958406
1793,2020-11-28,1297738.59879115
1794,2020-11-29,1275997.4580327284
1795,2020-11-30,2254249.7237631045
1796,2020-12-01,2099814.4287362588
1797,2020-12-02,1676105.307223018
1798,2020-12-03,1522633.819732659
1799,2020-12-04,1904552.5280619564
1800,2020-12-05,1525130.2269317054
1801,2020-12-06,1332342.137409278
1802,2020-12-07,1554178.904792339
1803,2020-12-08,1619020.9618214075
1804,2020-12-09,1967186.9600531722
1805,2020-12-10,1965927.7990841332
1806,2020-12-11,1421781.0179218298
1807,2020-12-12,1419960.2902033573
1808,2020-12-13,1658116.086538404
1809,2020-12-14,2076030.4815688357
1810,2020-12-15,2160315.239577205
1811,2020-12-16,2709597.598903124
1812,2020-12-17,2503111.8315624036
1813,2020-12-18,2435931.47522933
1814,2020-12-19,1665126.0493699387
1815,2020-12-20,1323039.9195182465
1816,2020-12-21,1743577.7641969968
1817,2020-12-22,2040795.083998015
1818,2020-12-23,2006004.4564819324
1819,2020-12-24,2115162.4591126535
1820,2020-12-25,2043474.7902727115
1821,2020-12-26,2013537.2721217351
1822,2020-12-27,2514614.6976488405
1823,2020-12-28,1980852.0074605902
1824,2020-12-29,1845946.881811576
1825,2020-12-30,1743500.8467240594
1826,2020-12-31,1945437.0119532992
1827,2021-01-01,1603396.2137116976
1828,2021-01-02,2164453.295742704
1829,2021-01-03,2211805.282375474
1830,2021-01-04,1922521.5209015799
1831,2021-01-05,2209914.2060158076
1832,2021-01-06,2131442.7395492857
1833,2021-01-07,2751162.1980613857
1834,2021-01-08,2518905.296970445
1835,2021-01-09,1924128.5592848049
1836,2021-01-10,1802561.284377868
1837,2021-01-11,2438667.9365127706
1838,2021-01-12,2210729.2632828536
1839,2021-01-13,1781868.5424489914
1840,2021-01-14,1934960.5575038558
1841,2021-01-15,1735779.466270427
1842,2021-01-16,1699036.9343569635
1843,2021-01-17,1426059.4640880884
1844,2021-01-18,1788904.5764252178
1845,2021-01-19,2111753.333169642
1846,2021-01-20,2021208.163186301
1847,2021-01-21,2210014.3015196673
1848,2021-01-22,2107825.236965114
1849,2021-01-23,1529579.5139759874
1850,2021-01-24,1515699.3507870794
1851,2021-01-25,2313552.772161432
1852,2021-01-26,1703884.0413185
1853,2021-01-27,1995359.1673162316
1854,2021-01-28,2181658.238608856
1855,2021-01-29,2493283.100595151
1856,2021-01-30,1957192.8866911277
1857,2021-01-31,1991251.575630819
1858,2021-02-01,1926362.6797363574
1859,2021-02-02,1924952.595227271
1860,2021-02-03,2065145.6573225637
1861,2021-02-04,2181219.346210263
1862,2021-02-05,1959874.22075536
1863,2021-02-06,2156848.977352035
1864,2021-02-07,2048377.4921070563
1865,2021-02-08,2263658.8845361243
1866,2021-02-09,3400460.2445700103
1867,2021-02-10,2162722.1490840055
1868,2021-02-11,2381722.558182397
1869,2021-02-12,2143548.811255575
1870,2021-02-13,1524496.4088809204
1871,2021-02-14,1989965.4738860677
1872,2021-02-15,2271037.822858814
1873,2021-02-16,2515309.88902975
1874,2021-02-17,2077696.296202234
1875,2021-02-18,2202921.049314571
1876,2021-02-19,2365992.8047458855
1877,2021-02-20,2195460.0205980875
1878,2021-02-21,1784572.2004049867
1879,2021-02-22,1991241.4059263412
1880,2021-02-23,2173494.9447755693
1881,2021-02-24,2121419.752623374
1882,2021-02-25,2313430.1727082557
1883,2021-02-26,2069107.6827487755
1884,2021-02-27,1677568.5346600553
1885,2021-02-28,1732528.4446825883
1886,2021-03-01,1784275.0426643416
1887,2021-03-02,1888598.3906587074
1888,2021-03-03,1875555.6054897762
1889,2021-03-04,1518628.3708540269
1890,2021-03-05,1779724.7621046035
1891,2021-03-06,1532927.6924776402
1892,2021-03-07,2131170.9444407476
1893,2021-03-08,1960164.6905253993
1894,2021-03-09,1950759.746582286
1895,2021-03-10,1707223.4466062216
1896,2021-03-11,1686284.5256209061
1897,2021-03-12,1403994.234407919
1898,2021-03-13,1198768.626284296
1899,2021-03-14,1310705.0016122293
1900,2021-03-15,1304712.9631716223
1901,2021-03-16,1462311.3711877337
1902,2021-03-17,1459949.3649105476
1903,2021-03-18,1305655.2373274837
1904,2021-03-19,1229178.3602250156
1905,2021-03-20,1141108.221543033
1906,2021-03-21,1111269.2474097142
1907,2021-03-22,1303028.3947767767
1908,2021-03-23,1820037.7526845175
1909,2021-03-24,1642262.4595887067
1910,2021-03-25,1714693.320537224
1911,2021-03-26,1455942.7704662743
1912,2021-03-27,1234256.2736862684
1913,2021-03-28,921871.4806203037
1914,2021-03-29,1608390.2359848502
1915,2021-03-30,1498394.3950540042
1916,2021-03-31,1363836.5238960125
1917,2021-04-01,1367155.363143109
1918,2021-04-02,1385175.1391694308
1919,2021-04-03,1343101.899208912
1920,2021-04-04,1158422.7721508534
1921,2021-04-05,1752316.9899715276
1922,2021-04-06,2112936.200079334
1923,2021-04-07,1701486.9072858945
1924,2021-04-08,1502138.7595533524
1925,2021-04-09,1595604.2799944505
1926,2021-04-10,1540955.8423908053
1927,2021-04-11,1369947.8337563388
1928,2021-04-12,1677284.9994405967
1929,2021-04-13,1910823.298858516
1930,2021-04-14,1825474.5914273402
1931,2021-04-15,1847187.5771458303
1932,2021-04-16,1838170.578444089
1933,2021-04-17,1141728.0913403293
1934,2021-04-18,1655752.753902911
1935,2021-04-19,1279783.3824171573
1936,2021-04-20,1869473.9435563402
1937,2021-04-21,1930649.3890010188
1938,2021-04-22,2189518.075817514
1939,2021-04-23,2184878.17228987
1940,2021-04-24,1601340.3717844605
1941,2021-04-25,1637219.907682362
1942,2021-04-26,2153568.7569878516
1943,2021-04-27,2288671.0021766103
1944,2021-04-28,2005694.123905418
1945,2021-04-29,2113534.732219948
1946,2021-04-30,2291090.288178675
1947,2021-05-01,1609084.8921335426
1948,2021-05-02,1492195.7128367196
1949,2021-05-03,2160532.978446957
1950,2021-05-04,2281525.1487654955
1951,2021-05-05,1829464.9849490782
1952,2021-05-06,1809184.201589053
1953,2021-05-07,1940607.4922763945
1954,2021-05-08,1377275.223697923
1955,2021-05-09,1087017.0434825018
1956,2021-05-10,1414063.2161480235
1957,2021-05-11,1205320.6132946522
1958,2021-05-12,1558112.2488245245
1959,2021-05-13,2502521.9177196533
1960,2021-05-14,2291844.6683706567
1961,2021-05-15,1922161.1473690595
1962,2021-05-16,1827949.9628672444
1963,2021-05-17,2587553.5015879567
1964,2021-05-18,1868815.4293386065
1965,2021-05-19,3028422.4864820777
1966,2021-05-20,2852078.7103717336
1967,2021-05-21,2195789.558330042
1968,2021-05-22,2363175.7205573167
1969,2021-05-23,2230242.999971655
1970,2021-05-24,2610428.8167468617
1971,2021-05-25,2289844.615899725
1972,2021-05-26,2222384.34359886
1973,2021-05-27,1982668.8702467163
1974,2021-05-28,2897052.407759485
1975,2021-05-29,2039125.5009289046
1976,2021-05-30,1082550.3020988763
1977,2021-05-31,1126569.5106379518
1978,2021-06-01,1490940.3679023613
1979,2021-06-02,1153281.5869881245
1980,2021-06-03,1223004.1311998535
1981,2021-06-04,1028877.2534888064
1982,2021-06-05,765291.5654282721
1983,2021-06-06,1783108.8224150224
1984,2021-06-07,2157358.542782184
1985,2021-06-08,2527319.4607550697
1986,2021-06-09,1325571.0529244493
1987,2021-06-10,1412035.3480744276
1988,2021-06-11,1463831.001040689
1989,2021-06-12,1009990.6984393726
1990,2021-06-13,1183321.5124375338
1991,2021-06-14,1487002.2788881427
1992,2021-06-15,1403796.12825071
1993,2021-06-16,1608456.6915326284
1994,2021-06-17,1568658.0409144466
1995,2021-06-18,1556124.0473470483
1996,2021-06-19,1079547.0835867121
1997,2021-06-20,1277754.7958710135
1998,2021-06-21,1748728.0993405867
1999,2021-06-22,1936916.6581671324
2000,2021-06-23,1822712.0643850984
2001,2021-06-24,1857830.353326233
2002,2021-06-25,2377849.556671677
2003,2021-06-26,1775215.192297923
2004,2021-06-27,1374020.9571261848
2005,2021-06-28,1568948.173757771
2006,2021-06-29,1376609.2013269826
2007,2021-06-30,1238334.3560761532
2008,2021-07-01,1644452.3164745774
2009,2021-07-02,1732809.496393811
2010,2021-07-03,1296389.1614878166
2011,2021-07-04,1587004.7076152116
2012,2021-07-05,1440760.8578943606
2013,2021-07-06,1332945.629839787
2014,2021-07-07,1325686.4933679493
2015,2021-07-08,3251402.8090853877
2016,2021-07-09,3425602.0530440975
2017,2021-07-10,1855040.5895289658
2018,2021-07-11,1858544.0997927322
2019,2021-07-12,1676904.1636154528
2020,2021-07-13,1515231.3406751284
2021,2021-07-14,1504272.591367684
2022,2021-07-15,1849483.7770742797
2023,2021-07-16,1829236.3209806394
2024,2021-07-17,1858454.2191117574
2025,2021-07-18,1172816.4185356626
2026,2021-07-19,1798945.0790203237
2027,2021-07-20,1820526.0196784767
2028,2021-07-21,1875543.767030717
2029,2021-07-22,1808323.3206462918
2030,2021-07-23,1752077.6797736164
2031,2021-07-24,1502292.7798650577
2032,2021-07-25,1464218.165195532
2033,2021-07-26,2298723.5434574555
2034,2021-07-27,7397981.684517844
2035,2021-07-28,4070288.15811901
2036,2021-07-29,2612465.1141455527
2037,2021-07-30,1811007.7041541957
2038,2021-07-31,2044926.8417713153
2039,2021-08-01,3288590.183362305
2040,2021-08-02,2706714.7531851646
2041,2021-08-03,2488175.132468804
2042,2021-08-04,2373221.5531227635
2043,2021-08-05,1837056.0634328253
2044,2021-08-06,2004227.1469750272
2045,2021-08-07,1888212.3147366503
2046,2021-08-08,1756552.9427316815
2047,2021-08-09,1920458.2544779354
2048,2021-08-10,1837738.1573076136
2049,2021-08-11,2256473.3253916935
2050,2021-08-12,1892160.6001472785
2051,2021-08-13,1662561.3585278925
2052,2021-08-14,1747047.1199523585
2053,2021-08-15,1773893.0252111347
2054,2021-08-16,2342566.491913669
2055,2021-08-17,2411529.078434651
2056,2021-08-18,2730229.536729336
2057,2021-08-19,2580776.052760663
2058,2021-08-20,2300800.7630459615
2059,2021-08-21,2424895.858515853
2060,2021-08-22,1809055.8831505934
2061,2021-08-23,3171076.846912781
2062,2021-08-24,8152009.30387915
2063,2021-08-25,4217114.320627692
2064,2021-08-26,4701248.281812728
2065,2021-08-27,3920236.8648796356
2066,2021-08-28,3498033.5672179097
2067,2021-08-29,3649542.150278099
2068,2021-08-30,4016524.505739189
2069,2021-08-31,3858631.497890583
2070,2021-09-01,4131376.2110228473
2071,2021-09-02,4193550.7271705675
2072,2021-09-03,3019348.47634818
2073,2021-09-04,2784449.2082709754
2074,2021-09-05,2173011.2349828053
2075,2021-09-06,3562101.2749646944
2076,2021-09-07,3817589.215276094
2077,2021-09-08,3319896.377258608
2078,2021-09-09,3844313.127445629
2079,2021-09-10,9990174.840530355
2080,2021-09-11,5579844.2526097195
2081,2021-09-12,4486070.983122285
2082,2021-09-13,10039426.29419657
2083,2021-09-14,11250928.22510068
2084,2021-09-15,3971923.070993763
2085,2021-09-16,4342009.638194258
2086,2021-09-17,3488122.3132882356
2087,2021-09-18,3012660.2516417275
2088,2021-09-19,2509473.337319742
2089,2021-09-20,5600407.119709156
2090,2021-09-21,11240709.132023357
2091,2021-09-22,5028553.567940008
2092,2021-09-23,4366740.344154855
2093,2021-09-24,4244794.6065077465
2094,2021-09-25,5211573.500413885
2095,2021-09-26,3017206.0355365877
2096,2021-09-27,4261128.528784374
2097,2021-09-28,3550791.367180739
2098,2021-09-29,3983314.4597960454
2099,2021-09-30,4383571.244689217
2100,2021-10-01,4456216.004444779
2101,2021-10-02,3210288.2326443335
2102,2021-10-03,3573483.963543816
2103,2021-10-04,3717018.7696915916
2104,2021-10-05,4900821.263465611
2105,2021-10-06,4931625.6860101335
2106,2021-10-07,4510651.364560848
2107,2021-10-08,4004225.078015053
2108,2021-10-09,3196245.454006735
2109,2021-10-10,2806333.512513991
2110,2021-10-11,4364851.196116968
2111,2021-10-12,3511729.900635487
2112,2021-10-13,3256483.42741312
2113,2021-10-14,2741066.673931458
2114,2021-10-15,3849193.64901156
2115,2021-10-16,2939943.7528603044
2116,2021-10-17,3239838.2356440756
2117,2021-10-18,4029344.331521206
2118,2021-10-19,11127801.526359117
2119,2021-10-20,4907655.068237914
2120,2021-10-21,4360430.104322672
2121,2021-10-22,3525994.664707556
2122,2021-10-23,2686502.790788141
2123,2021-10-24,2775219.8825832275
2124,2021-10-25,3249563.474102268
2125,2021-10-26,3513661.8233981305
2126,2021-10-27,2920437.258214779
2127,2021-10-28,2958362.9156418713
2128,2021-10-29,3101401.4136482566
2129,2021-10-30,3186564.287372836
2130,2021-10-31,2655904.4116832376
2131,2021-11-01,3245911.4347137553
2132,2021-11-02,3526612.352360362
2133,2021-11-03,3402811.470202646
2134,2021-11-04,4212181.034661179
2135,2021-11-05,4333288.324810274
2136,2021-11-06,4347687.674062646
2137,2021-11-07,3457653.307809657
2138,2021-11-08,5855254.9449428385
2139,2021-11-09,4939065.725496436
2140,2021-11-10,4611901.960245483
2141,2021-11-11,3871710.2348182844
2142,2021-11-12,4033451.7962219585
2143,2021-11-13,3317164.602504276
2144,2021-11-14,3032269.457738888
2145,2021-11-15,4363614.673325239
2146,2021-11-16,12111675.860512996
2147,2021-11-17,6180491.2711301455
2148,2021-11-18,5502222.269616237
2149,2021-11-19,4604956.969303518
2150,2021-11-20,3506542.0329600484
2151,2021-11-21,3585506.2246095245
2152,2021-11-22,4334430.964369193
2153,2021-11-23,4381844.45336183
2154,2021-11-24,4894575.947618818
2155,2021-11-25,5264444.8353507435
2156,2021-11-26,5023391.637659539
2157,2021-11-27,2901741.32810071
2158,2021-11-28,3215364.790707165
2159,2021-11-29,4154352.0452981344
2160,2021-11-30,4261988.630587518
2161,2021-12-01,3771439.8502926603
2162,2021-12-02,3819393.0595037355
2163,2021-12-03,3502460.632971945
2164,2021-12-04,4372553.606055833
2165,2021-12-05,2915405.160698457
2166,2021-12-06,5448763.986232192
2167,2021-12-07,5227643.781226649
2168,2021-12-08,4330229.187121821
2169,2021-12-09,3129236.9848604347
2170,2021-12-10,3010302.5240407814
2171,2021-12-11,2570373.6421422786
2172,2021-12-12,2255123.2496314533
2173,2021-12-13,3044860.119744448
2174,2021-12-14,8862769.662685558
2175,2021-12-15,3942779.4126393083
2176,2021-12-16,3458450.297340925
2177,2021-12-17,3038603.217944541
2178,2021-12-18,2798827.3070663307
